problem NAME: X200-HD
COMMENT: Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013). Modified by Sadykov, Pessoa and Uchoa (2017). Converted to PyVRP's VRPLIB dialect.
TYPE: HFVRP
DIMENSION: 200
VEHICLES: 39
EDGE_WEIGHT_TYPE: EUC_2D
NODE_COORD_SECTION
1	957	135
2	149	141
3	1	96
4	228	268
5	781	529
6	867	797
7	109	53
8	13	449
9	133	293
10	259	172
11	908	678
12	930	867
13	903	766
14	143	263
15	735	501
16	259	253
17	59	62
18	737	464
19	925	587
20	16	404
21	893	720
22	131	188
23	226	228
24	285	68
25	113	323
26	67	307
27	797	381
28	804	573
29	892	838
30	307	141
31	40	347
32	933	708
33	906	725
34	242	231
35	310	255
36	183	308
37	57	153
38	122	254
39	1	437
40	83	548
41	872	427
42	118	317
43	100	402
44	54	335
45	180	118
46	875	774
47	792	774
48	92	166
49	890	821
50	184	6
51	189	299
52	230	234
53	61	728
54	147	501
55	180	371
56	756	455
57	121	248
58	747	756
59	890	825
60	275	63
61	67	131
62	96	15
63	709	611
64	893	822
65	121	170
66	770	580
67	122	320
68	695	626
69	712	670
70	101	98
71	824	813
72	256	265
73	726	553
74	248	359
75	864	742
76	149	74
77	872	329
78	847	817
79	864	575
80	976	818
81	193	126
82	79	88
83	97	403
84	284	424
85	907	842
86	808	590
87	146	120
88	66	480
89	824	634
90	9	421
91	152	157
92	318	223
93	853	307
94	184	277
95	268	379
96	183	236
97	93	217
98	207	439
99	280	417
100	80	110
101	20	67
102	142	384
103	165	63
104	62	410
105	176	261
106	223	301
107	830	608
108	7	164
109	188	108
110	770	537
111	168	99
112	641	321
113	174	165
114	886	816
115	53	303
116	216	377
117	214	261
118	104	44
119	393	114
120	222	51
121	261	355
122	894	577
123	35	285
124	93	509
125	127	150
126	873	468
127	60	105
128	133	232
129	147	252
130	778	547
131	227	403
132	46	419
133	82	381
134	83	80
135	43	466
136	246	330
137	337	216
138	83	205
139	9	55
140	127	123
141	121	449
142	72	189
143	771	491
144	73	201
145	181	188
146	727	549
147	26	332
148	221	419
149	17	212
150	59	359
151	798	525
152	714	613
153	91	419
154	229	353
155	875	568
156	241	285
157	236	368
158	45	86
159	446	310
160	128	366
161	163	168
162	322	272
163	958	864
164	754	814
165	136	184
166	111	119
167	120	300
168	686	372
169	32	68
170	224	70
171	113	76
172	228	73
173	216	34
174	218	360
175	157	167
176	58	242
177	84	263
178	330	253
179	903	822
180	900	858
181	270	381
182	15	37
183	79	523
184	207	329
185	130	274
186	870	860
187	791	305
188	13	535
189	800	823
190	224	244
191	580	504
192	88	389
193	3	172
194	62	499
195	791	692
196	186	373
197	300	26
198	52	204
199	163	305
200	135	270
DEMAND_SECTION
1	0
2	83
3	52
4	73
5	70
6	86
7	51
8	74
9	84
10	52
11	93
12	91
13	89
14	64
15	75
16	64
17	61
18	2
19	86
20	95
21	100
22	73
23	61
24	83
25	60
26	85
27	48
28	66
29	70
30	91
31	54
32	55
33	64
34	56
35	62
36	89
37	100
38	96
39	67
40	21
41	15
42	55
43	58
44	84
45	85
46	91
47	55
48	79
49	79
50	82
51	91
52	89
53	22
54	31
55	85
56	22
57	72
58	59
59	95
60	99
61	98
62	54
63	96
64	69
65	97
66	67
67	80
68	65
69	86
70	90
71	72
72	69
73	80
74	72
75	62
76	78
77	24
78	88
79	70
80	71
81	76
82	93
83	64
84	80
85	91
86	75
87	81
88	79
89	71
90	51
91	65
92	68
93	39
94	69
95	55
96	100
97	98
98	87
99	55
100	79
101	68
102	99
103	52
104	99
105	85
106	77
107	51
108	55
109	54
110	70
111	88
112	9
113	91
114	65
115	67
116	93
117	70
118	73
119	98
120	64
121	68
122	100
123	66
124	8
125	98
126	15
127	71
128	92
129	72
130	76
131	76
132	93
133	97
134	79
135	99
136	58
137	84
138	82
139	86
140	77
141	75
142	59
143	24
144	69
145	95
146	83
147	53
148	56
149	57
150	67
151	62
152	62
153	91
154	60
155	71
156	68
157	84
158	64
159	71
160	82
161	59
162	72
163	95
164	63
165	94
166	92
167	98
168	14
169	85
170	52
171	85
172	96
173	62
174	76
175	72
176	94
177	52
178	51
179	54
180	96
181	96
182	82
183	10
184	54
185	82
186	58
187	28
188	37
189	90
190	91
191	95
192	89
193	88
194	100
195	87
196	66
197	88
198	74
199	70
200	80
CAPACITY_SECTION
1	277
2	277
3	277
4	277
5	277
6	302
7	302
8	302
9	302
10	302
11	330
12	330
13	330
14	330
15	330
16	360
17	360
18	360
19	360
20	392
21	392
22	392
23	392
24	428
25	428
26	428
27	428
28	466
29	466
30	466
31	466
32	509
33	509
34	509
35	509
VEHICLES_UNIT_DISTANCE_COST_SECTION
1	77
2	77
3	77
4	77
5	77
6	82
7	82
8	82
9	82
10	82
11	88
12	88
13	88
14	88
15	88
16	94
17	94
18	94
19	94
20	100
21	100
22	100
23	100
24	170
25	170
26	170
27	170
28	113
29	113
30	113
31	113
32	121
33	121
34	121
35	121
36	129
37	129
38	129
39	129
DEPOT_SECTION
1
EOF               

Optimal Solution
Route #1: 172 119 169 171
Route #2: 23 59 196
Route #3: 167 190 62 65
Route #4: 27 85 88 106
Route #5: 87 193 123 182 39 187 52
Route #6: 120 73 94 180 111
Route #7: 118 29 136
Route #8: 55 145 72 14 17 186
Route #9: 194 68 67 151
Route #10: 57 163 188 77
Route #11: 158 161 34 177 91
Route #12: 10 20 32 31
Route #13: 74 45 5 12
Route #14: 178 84 185 70 46
Route #15: 101 42 82 140 53
Route #16: 110 126 60 36
Route #17: 33 51 189 22 9
Route #18: 79 162 11 179
Route #19: 83 98 97 147 130
Route #20: 3 116 93 50 35
Route #21: 197 148 192 107 2 157
Route #22: 135 183 105 155 71 15
Route #23: 113 48 58 28 63
Route #24: 92 26 142 109 129 4 150 76
Route #25: 40 125 78 154 121 18
Route #26: 
Route #27: 
Route #28: 156 115 195 54 173 153
Route #29: 128 96 137 143 141 47
Route #30: 144 164 21 64 124
Route #31: 86 99 81 133 6 49
Route #32: 104 13 37 56 127 95
Route #33: 117 16 168 100 138 181 61
Route #34: 108 44 1 90 174 160 112
Route #35: 41 149 19 89 38 7 134
Route #36: 176 175 122 146 30 43 114 25
Route #37: 199 184 8 166 24 66 198
Route #38: 102 75 170 69 165 139 80
Route #39: 152 131 103 132 191 159
Cost: 60119.25           


Veri dosyasi: X200-HD.txt
Instance    : X200-HD
Nodes       : 200  |  Customers: 199
Vehicle types: 9  (toplam araç: 39)
  Type 0: cap=277.0  cpm=1.0  fc=77.0  max=5
  Type 1: cap=302.0  cpm=1.0  fc=82.0  max=5
  Type 2: cap=330.0  cpm=1.0  fc=88.0  max=5
  Type 3: cap=360.0  cpm=1.0  fc=94.0  max=4
  Type 4: cap=392.0  cpm=1.0  fc=100.0  max=4
  Type 5: cap=428.0  cpm=1.0  fc=170.0  max=4
  Type 6: cap=466.0  cpm=1.0  fc=113.0  max=4
  Type 7: cap=509.0  cpm=1.0  fc=121.0  max=4
  Type 8: cap=555.0  cpm=1.0  fc=129.0  max=4
SO cap_pw=300.0  relax_period=25  enforce_period=25
Initial best cost: 80318.0
Initial routes   : 38
Hunt 1/5 | alpha=7 | hunt_best=66150.0000 | global_best=66150.0000 | hunt_routes=37 | best_routes=37 | pop_min=66150.0000 | pop_mean=71787.8000 | pop_max=114598.0000 | stagnation=0 | closed_regions=1 | elite_pool=6 | bandit={'shaw': 1.0, 'worst': 0.4087, 'targeted': 0.2, 'route': 50.743} | so_relax=2 so_enforce=3
Hunt 2/5 | alpha=3 | hunt_best=65837.0000 | global_best=65837.0000 | hunt_routes=37 | best_routes=37 | pop_min=65837.0000 | pop_mean=71228.5000 | pop_max=114473.0000 | stagnation=0 | closed_regions=2 | elite_pool=6 | bandit={'shaw': 1.15, 'worst': 0.4087, 'targeted': 9.0475, 'route': 50.743} | so_relax=4 so_enforce=6
Hunt 3/5 | alpha=4 | hunt_best=65198.0000 | global_best=65198.0000 | hunt_routes=37 | best_routes=37 | pop_min=65198.0000 | pop_mean=65828.7000 | pop_max=67465.0000 | stagnation=0 | closed_regions=3 | elite_pool=6 | bandit={'shaw': 1.15, 'worst': 0.4087, 'targeted': 0.3043, 'route': 53.8592} | so_relax=6 so_enforce=9
Hunt 4/5 | alpha=8 | hunt_best=64431.0000 | global_best=64431.0000 | hunt_routes=37 | best_routes=37 | pop_min=64431.0000 | pop_mean=65601.0000 | pop_max=66595.0000 | stagnation=0 | closed_regions=4 | elite_pool=6 | bandit={'shaw': 1.15, 'worst': 0.4087, 'targeted': 0.2, 'route': 26.0071} | so_relax=8 so_enforce=12
Hunt 5/5 | alpha=4 | hunt_best=64431.0000 | global_best=64431.0000 | hunt_routes=37 | best_routes=37 | pop_min=64431.0000 | pop_mean=65566.3000 | pop_max=66771.0000 | stagnation=1 | closed_regions=5 | elite_pool=6 | bandit={'shaw': 0.835, 'worst': 0.3161, 'targeted': 0.2, 'route': 26.0071} | so_relax=10 so_enforce=15

===== FINAL BEST =====
Instance   : X200-HD
Feasible   : True
Hard Feas. : True
Route count: 37
Total cost : 64431.0
Type usage : {'type0(cap=277.0)': 4, 'type1(cap=302.0)': 5, 'type2(cap=330.0)': 5, 'type3(cap=360.0)': 3, 'type4(cap=392.0)': 4, 'type5(cap=428.0)': 4, 'type6(cap=466.0)': 4, 'type7(cap=509.0)': 4, 'type8(cap=555.0)': 4}
Route loads: [298.0, 550.0, 389.0, 505.0, 547.0, 424.0, 465.0, 311.0, 454.0, 505.0, 356.0, 357.0, 514.0, 506.0, 385.0, 503.0, 426.0, 302.0, 354.0, 259.0, 392.0, 386.0, 522.0, 248.0, 329.0, 264.0, 315.0, 296.0, 288.0, 265.0, 321.0, 298.0, 322.0, 387.0, 424.0, 389.0, 407.0]
Route dist : [1638.0, 1819.0, 1200.0, 1990.0, 1723.0, 2007.0, 1560.0, 1031.0, 1778.0, 1444.0, 1393.0, 1005.0, 1549.0, 1762.0, 1639.0, 1867.0, 1578.0, 910.0, 1112.0, 1565.0, 1857.0, 1958.0, 1874.0, 1206.0, 1477.0, 1686.0, 1845.0, 1814.0, 1424.0, 1498.0, 1741.0, 1724.0, 1668.0, 1653.0, 2027.0, 2001.0, 2436.0]
Route costs: [1720.0, 1948.0, 1300.0, 2111.0, 1852.0, 2120.0, 1673.0, 1119.0, 1891.0, 1565.0, 1487.0, 1099.0, 1678.0, 1883.0, 1739.0, 1988.0, 1748.0, 992.0, 1206.0, 1642.0, 1957.0, 2128.0, 2003.0, 1283.0, 1565.0, 1763.0, 1933.0, 1896.0, 1506.0, 1575.0, 1829.0, 1806.0, 1756.0, 1823.0, 2140.0, 2101.0, 2606.0]
  Route  0 [type1]: [1, 24, 175, 113, 10, 1]
